,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,YearBuilt,CouncilArea,Regionname,Lattitude,Longtitude,BuildingArea,zipcode_int,airbnb_price_mean,airbnb_record_count
2433,Essendon North,3,h,1425000.0,9.4,3041.0,3.0,2.0,2.0,,Moonee Valley,Western Metropolitan,-37.7376,144.8954,,3041.0,106.125,8.0
2434,Fairfield,3,h,1250000.0,5.8,3078.0,3.0,2.0,0.0,1910.0,Darebin,Northern Metropolitan,-37.7723,145.0179,144.0,3078.0,111.20270270270271,74.0
2435,Fairfield,3,h,1350000.0,5.8,3078.0,3.0,1.0,2.0,2000.0,Darebin,Northern Metropolitan,-37.7828,145.0154,110.0,3078.0,111.20270270270271,74.0
2436,Fairfield,3,h,1125000.0,5.8,3078.0,2.0,1.0,2.0,,Darebin,Northern Metropolitan,-37.7788,145.0203,,3078.0,111.20270270270271,74.0
2437,Fairfield,3,h,1064000.0,5.8,3078.0,3.0,1.0,1.0,1900.0,Darebin,Northern Metropolitan,-37.7698,145.0183,,3078.0,111.20270270270271,74.0
2438,Fairfield,2,h,1220000.0,5.8,3078.0,2.0,1.0,2.0,1950.0,Darebin,Northern Metropolitan,-37.7689,145.0177,92.0,3078.0,111.20270270270271,74.0
2439,Fairfield,4,h,1160000.0,5.8,3078.0,4.0,2.0,1.0,1890.0,Darebin,Northern Metropolitan,-37.7735,145.0192,145.0,3078.0,111.20270270270271,74.0
2440,Fairfield,2,u,505000.0,5.8,3078.0,2.0,1.0,1.0,1970.0,Darebin,Northern Metropolitan,-37.7755,145.0178,70.0,3078.0,111.20270270270271,74.0
2441,Fairfield,2,u,602000.0,5.8,3078.0,2.0,1.0,1.0,2013.0,Yarra,Northern Metropolitan,-37.7845,145.0105,77.0,3078.0,111.20270270270271,74.0
2442,Fairfield,3,t,846000.0,5.8,3078.0,3.0,1.0,1.0,1990.0,Darebin,Northern Metropolitan,-37.7665,145.0175,107.0,3078.0,111.20270270270271,74.0
2443,Fairfield,2,u,400000.0,5.8,3078.0,2.0,1.0,1.0,1970.0,Darebin,Northern Metropolitan,-37.7719,145.0195,68.0,3078.0,111.20270270270271,74.0
2444,Fairfield,2,h,610000.0,5.8,3078.0,2.0,1.0,1.0,,Darebin,Northern Metropolitan,-37.7722,145.0178,,3078.0,111.20270270270271,74.0
2445,Fairfield,2,u,445000.0,5.8,3078.0,2.0,1.0,1.0,1970.0,Darebin,Northern Metropolitan,-37.7782,145.0162,56.0,3078.0,111.20270270270271,74.0
2446,Fairfield,2,u,730000.0,5.8,3078.0,2.0,1.0,1.0,1985.0,Darebin,Northern Metropolitan,-37.7818,145.0161,,3078.0,111.20270270270271,74.0
2447,Fairfield,4,h,1730000.0,5.8,3078.0,4.0,2.0,2.0,2007.0,Darebin,Northern Metropolitan,-37.7749,145.0242,226.0,3078.0,111.20270270270271,74.0
2448,Fairfield,2,u,438000.0,5.8,3078.0,2.0,1.0,1.0,,Darebin,Northern Metropolitan,-37.7762,145.0213,,3078.0,111.20270270270271,74.0
2449,Fairfield,3,h,1700000.0,5.8,3078.0,3.0,2.0,1.0,,Darebin,Northern Metropolitan,-37.7728,145.026,,3078.0,111.20270270270271,74.0
2450,Fairfield,2,u,510000.0,5.8,3078.0,2.0,1.0,1.0,1970.0,Darebin,Northern Metropolitan,-37.7781,145.0157,68.0,3078.0,111.20270270270271,74.0
2451,Fairfield,1,u,300000.0,5.8,3078.0,1.0,1.0,1.0,,Yarra,Northern Metropolitan,-37.7839,145.0171,,3078.0,111.20270270270271,74.0
2452,Fairfield,3,h,750000.0,5.8,3078.0,3.0,2.0,1.0,,Darebin,Northern Metropolitan,-37.7674,145.0209,,3078.0,111.20270270270271,74.0
2453,Fairfield,3,h,2350000.0,5.8,3078.0,3.0,2.0,4.0,1950.0,Darebin,Northern Metropolitan,-37.7706,145.0225,,3078.0,111.20270270270271,74.0
2454,Fairfield,3,h,1350000.0,5.8,3078.0,3.0,1.0,4.0,1930.0,Darebin,Northern Metropolitan,-37.7728,145.0214,109.0,3078.0,111.20270270270271,74.0
2455,Fairfield,4,h,2000000.0,5.8,3078.0,4.0,3.0,2.0,2015.0,Darebin,Northern Metropolitan,-37.7671,145.0176,280.0,3078.0,111.20270270270271,74.0
2456,Fairfield,2,h,1010000.0,5.8,3078.0,2.0,1.0,1.0,,Darebin,Northern Metropolitan,-37.774,145.0244,,3078.0,111.20270270270271,74.0
2457,Fairfield,3,h,1065000.0,5.8,3078.0,3.0,1.0,2.0,1930.0,Darebin,Northern Metropolitan,-37.7713,145.0196,,3078.0,111.20270270270271,74.0
2458,Fairfield,2,t,805000.0,5.8,3078.0,2.0,1.0,1.0,2008.0,Darebin,Northern Metropolitan,-37.7697,145.0203,2.0,3078.0,111.20270270270271,74.0
2459,Fairfield,3,h,1055000.0,5.8,3078.0,3.0,1.0,2.0,1950.0,Darebin,Northern Metropolitan,-37.7696,145.0188,140.0,3078.0,111.20270270270271,74.0
2460,Fairfield,2,u,548000.0,5.8,3078.0,2.0,1.0,1.0,2014.0,Yarra,Northern Metropolitan,-37.7845,145.0105,68.0,3078.0,111.20270270270271,74.0
2461,Fairfield,3,h,1500000.0,5.8,3078.0,3.0,1.0,1.0,1910.0,Darebin,Northern Metropolitan,-37.7714,145.0173,126.0,3078.0,111.20270270270271,74.0
2462,Fairfield,2,u,600000.0,5.8,3078.0,2.0,1.0,2.0,1970.0,Darebin,Northern Metropolitan,-37.7732,145.0193,75.0,3078.0,111.20270270270271,74.0
2463,Fairfield,3,h,1510000.0,5.8,3078.0,1.0,1.0,1.0,,Darebin,Northern Metropolitan,-37.7772,145.0232,,3078.0,111.20270270270271,74.0
2464,Fairfield,2,u,545000.0,5.8,3078.0,2.0,1.0,1.0,2002.0,Darebin,Northern Metropolitan,-37.7682,145.0209,77.0,3078.0,111.20270270270271,74.0
2465,Fairfield,3,h,1145000.0,5.8,3078.0,3.0,1.0,3.0,,Darebin,Northern Metropolitan,-37.7673,145.02100000000004,,3078.0,111.20270270270271,74.0
2466,Fairfield,3,h,1375000.0,5.8,3078.0,3.0,1.0,1.0,1910.0,Darebin,Northern Metropolitan,-37.7737,145.018,122.0,3078.0,111.20270270270271,74.0
2467,Fitzroy,2,h,1000000.0,1.6,3065.0,2.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.7941,144.9802,,3065.0,153.84237726098192,387.0
2468,Fitzroy,3,h,1252000.0,1.6,3065.0,3.0,2.0,2.0,2004.0,Yarra,Northern Metropolitan,-37.8029,144.975,137.0,3065.0,153.84237726098192,387.0
2469,Fitzroy,2,u,810000.0,1.6,3065.0,2.0,1.0,2.0,1965.0,Yarra,Northern Metropolitan,-37.7941,144.9802,71.0,3065.0,153.84237726098192,387.0
2470,Fitzroy,2,u,692000.0,1.6,3065.0,2.0,1.0,1.0,,Yarra,Northern Metropolitan,-37.7988,144.9772,,3065.0,153.84237726098192,387.0
2471,Fitzroy,4,h,1780000.0,1.6,3065.0,4.0,1.0,1.0,1902.0,Yarra,Northern Metropolitan,-37.8048,144.9806,,3065.0,153.84237726098192,387.0
2472,Fitzroy,1,h,947500.0,1.6,3065.0,1.0,1.0,0.0,1980.0,Yarra,Northern Metropolitan,-37.8019,144.9821,66.0,3065.0,153.84237726098192,387.0
2473,Fitzroy,2,h,1460000.0,1.6,3065.0,2.0,1.0,0.0,1890.0,Yarra,Northern Metropolitan,-37.8006,144.9814,105.0,3065.0,153.84237726098192,387.0
2474,Fitzroy,3,t,1520000.0,1.6,3065.0,3.0,2.0,2.0,,Yarra,Northern Metropolitan,-37.7951,144.9776,,3065.0,153.84237726098192,387.0
2475,Fitzroy,2,t,880000.0,1.6,3065.0,2.0,2.0,2.0,2000.0,Yarra,Northern Metropolitan,-37.7953,144.9775,105.0,3065.0,153.84237726098192,387.0
2476,Fitzroy,3,h,1481000.0,1.6,3065.0,3.0,2.0,1.0,1900.0,Yarra,Northern Metropolitan,-37.795,144.9806,,3065.0,153.84237726098192,387.0
2477,Fitzroy,3,h,2200000.0,1.6,3065.0,3.0,2.0,1.0,,Yarra,Northern Metropolitan,-37.8003,144.9806,,3065.0,153.84237726098192,387.0
2478,Fitzroy,3,h,1250000.0,1.6,3065.0,3.0,1.0,1.0,1890.0,Yarra,Northern Metropolitan,-37.7966,144.9821,105.0,3065.0,153.84237726098192,387.0
2479,Fitzroy,2,h,1440000.0,1.6,3065.0,3.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.8032,144.9825,,3065.0,153.84237726098192,387.0
2480,Fitzroy,2,h,1315000.0,1.6,3065.0,2.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.7946,144.9765,,3065.0,153.84237726098192,387.0
2481,Fitzroy,4,h,1950000.0,1.6,3065.0,4.0,1.0,0.0,1890.0,Yarra,Northern Metropolitan,-37.7999,144.9759,152.0,3065.0,153.84237726098192,387.0
2482,Fitzroy,1,u,597000.0,1.6,3065.0,1.0,1.0,1.0,2000.0,Yarra,Northern Metropolitan,-37.7941,144.9802,,3065.0,153.84237726098192,387.0
2483,Fitzroy,2,u,650000.0,1.6,3065.0,2.0,1.0,1.0,,Yarra,Northern Metropolitan,-37.799,144.9756,,3065.0,153.84237726098192,387.0
2484,Fitzroy,1,u,465000.0,1.6,3065.0,1.0,1.0,1.0,2011.0,Yarra,Northern Metropolitan,-37.7974,144.9799,52.0,3065.0,153.84237726098192,387.0
2485,Fitzroy,4,h,1620000.0,1.6,3065.0,3.0,2.0,1.0,1880.0,Yarra,Northern Metropolitan,-37.8004,144.9768,165.0,3065.0,153.84237726098192,387.0
2486,Fitzroy,3,h,1600000.0,1.6,3065.0,3.0,2.0,1.0,,Yarra,Northern Metropolitan,-37.803,144.9806,,3065.0,153.84237726098192,387.0
2487,Fitzroy,3,u,850000.0,1.6,3065.0,3.0,2.0,1.0,2000.0,Yarra,Northern Metropolitan,-37.8005,144.9787,115.0,3065.0,153.84237726098192,387.0
2488,Fitzroy,2,u,790000.0,1.6,3065.0,2.0,1.0,1.0,,Yarra,Northern Metropolitan,-37.7967,144.9836,,3065.0,153.84237726098192,387.0
2489,Fitzroy,2,h,1122000.0,1.6,3065.0,2.0,1.0,0.0,1890.0,Yarra,Northern Metropolitan,-37.7968,144.9781,101.0,3065.0,153.84237726098192,387.0
2490,Fitzroy,2,u,660000.0,1.6,3065.0,2.0,2.0,0.0,,Yarra,Northern Metropolitan,-37.8035,144.9826,,3065.0,153.84237726098192,387.0
2491,Fitzroy,2,h,1300000.0,1.6,3065.0,2.0,1.0,1.0,1900.0,Yarra,Northern Metropolitan,-37.7941,144.98,110.0,3065.0,153.84237726098192,387.0
2492,Fitzroy,1,u,420000.0,1.6,3065.0,1.0,1.0,1.0,1975.0,Yarra,Northern Metropolitan,-37.8055,144.9809,42.0,3065.0,153.84237726098192,387.0
2493,Fitzroy,2,u,715000.0,1.6,3065.0,2.0,1.0,1.0,1900.0,Yarra,Northern Metropolitan,-37.7967,144.9836,74.0,3065.0,153.84237726098192,387.0
2494,Fitzroy,1,u,458000.0,1.6,3065.0,1.0,1.0,1.0,,Yarra,Northern Metropolitan,-37.7964,144.9839,62.0,3065.0,153.84237726098192,387.0
2495,Fitzroy,2,h,800000.0,1.6,3065.0,2.0,2.0,1.0,1995.0,Yarra,Northern Metropolitan,-37.7956,144.9804,138.0,3065.0,153.84237726098192,387.0
2496,Fitzroy,2,t,710000.0,1.6,3065.0,2.0,1.0,1.0,2002.0,Yarra,Northern Metropolitan,-37.7953,144.9775,90.0,3065.0,153.84237726098192,387.0
2497,Fitzroy,2,u,630000.0,1.6,3065.0,2.0,1.0,1.0,2007.0,Yarra,Northern Metropolitan,-37.8024,144.9835,70.0,3065.0,153.84237726098192,387.0
2498,Fitzroy,2,h,677000.0,1.6,3065.0,2.0,1.0,0.0,1850.0,Yarra,Northern Metropolitan,-37.7969,144.9759,,3065.0,153.84237726098192,387.0
2499,Fitzroy North,2,u,700000.0,3.5,3068.0,2.0,2.0,1.0,2010.0,Yarra,Northern Metropolitan,-37.7846,144.9785,85.0,3068.0,126.01298701298701,308.0
2500,Fitzroy North,2,h,860000.0,3.5,3068.0,2.0,1.0,0.0,1880.0,Yarra,Northern Metropolitan,-37.7927,144.9796,70.0,3068.0,126.01298701298701,308.0
2501,Fitzroy North,2,h,870000.0,3.5,3068.0,2.0,1.0,0.0,1910.0,Yarra,Northern Metropolitan,-37.7898,144.9794,64.0,3068.0,126.01298701298701,308.0
2502,Fitzroy North,2,h,1116000.0,3.5,3068.0,3.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.791,144.9809,,3068.0,126.01298701298701,308.0
2503,Fitzroy North,4,h,1450000.0,3.5,3068.0,4.0,2.0,1.0,1950.0,Yarra,Northern Metropolitan,-37.7797,144.9861,175.0,3068.0,126.01298701298701,308.0
2504,Fitzroy North,2,t,930000.0,3.5,3068.0,2.0,3.0,0.0,,Yarra,Northern Metropolitan,-37.7903,144.9859,3558.0,3068.0,126.01298701298701,308.0
2505,Fitzroy North,2,u,700000.0,3.5,3068.0,2.0,2.0,2.0,2011.0,Yarra,Northern Metropolitan,-37.7846,144.9785,,3068.0,126.01298701298701,308.0
2506,Fitzroy North,3,h,2170000.0,3.5,3068.0,3.0,2.0,1.0,,Yarra,Northern Metropolitan,-37.7851,144.9934,,3068.0,126.01298701298701,308.0
2507,Fitzroy North,1,u,358500.0,3.5,3068.0,1.0,1.0,1.0,1975.0,Yarra,Northern Metropolitan,-37.7925,144.9786,40.0,3068.0,126.01298701298701,308.0
2508,Fitzroy North,3,h,1000000.0,3.5,3068.0,3.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.7754,144.9806,,3068.0,126.01298701298701,308.0
2509,Fitzroy North,2,h,770000.0,3.5,3068.0,2.0,2.0,1.0,1905.0,Yarra,Northern Metropolitan,-37.7916,144.9784,151.0,3068.0,126.01298701298701,308.0
2510,Fitzroy North,2,h,1008000.0,3.5,3068.0,2.0,1.0,1.0,1890.0,Yarra,Northern Metropolitan,-37.7833,144.9819,77.0,3068.0,126.01298701298701,308.0
2511,Fitzroy North,3,t,1015000.0,3.5,3068.0,3.0,2.0,1.0,2000.0,Yarra,Northern Metropolitan,-37.7912,144.9825,145.0,3068.0,126.01298701298701,308.0
2512,Fitzroy North,3,h,1371000.0,3.5,3068.0,2.0,1.0,1.0,1900.0,Yarra,Northern Metropolitan,-37.7835,144.9816,128.0,3068.0,126.01298701298701,308.0
2513,Fitzroy North,2,t,1054000.0,3.5,3068.0,2.0,2.0,1.0,,Yarra,Northern Metropolitan,-37.7903,144.9859,,3068.0,126.01298701298701,308.0
2514,Fitzroy North,2,h,1055000.0,3.5,3068.0,2.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.7818,144.9863,,3068.0,126.01298701298701,308.0
2515,Fitzroy North,2,u,720000.0,3.5,3068.0,2.0,2.0,1.0,2011.0,Yarra,Northern Metropolitan,-37.7846,144.9785,,3068.0,126.01298701298701,308.0
2516,Fitzroy North,3,h,1286000.0,3.5,3068.0,3.0,1.0,0.0,1915.0,Yarra,Northern Metropolitan,-37.7779,144.9862,116.0,3068.0,126.01298701298701,308.0
2517,Fitzroy North,3,h,1655000.0,3.5,3068.0,3.0,1.0,0.0,1900.0,Yarra,Northern Metropolitan,-37.7892,144.9773,,3068.0,126.01298701298701,308.0
2518,Fitzroy North,3,h,1181000.0,3.5,3068.0,2.0,1.0,1.0,,Yarra,Northern Metropolitan,-37.7835,144.9799,,3068.0,126.01298701298701,308.0
2519,Fitzroy North,3,t,1600000.0,3.5,3068.0,3.0,3.0,1.0,2000.0,Yarra,Northern Metropolitan,-37.7829,144.9788,129.0,3068.0,126.01298701298701,308.0
2520,Fitzroy North,5,h,2875000.0,3.5,3068.0,5.0,2.0,3.0,,Moreland,Northern Metropolitan,-37.7749,144.9864,,3068.0,126.01298701298701,308.0
2521,Fitzroy North,2,h,990000.0,3.5,3068.0,2.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.791,144.9779,,3068.0,126.01298701298701,308.0
2522,Fitzroy North,4,h,1950000.0,3.5,3068.0,4.0,2.0,2.0,1890.0,Yarra,Northern Metropolitan,-37.7786,144.9818,216.0,3068.0,126.01298701298701,308.0
2523,Fitzroy North,4,h,1785000.0,3.5,3068.0,4.0,2.0,1.0,1900.0,Yarra,Northern Metropolitan,-37.7815,144.9869,165.0,3068.0,126.01298701298701,308.0
2524,Fitzroy North,2,h,1315000.0,3.5,3068.0,2.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.7887,144.9888,,3068.0,126.01298701298701,308.0
2525,Fitzroy North,2,h,1210000.0,3.5,3068.0,2.0,1.0,1.0,1885.0,Yarra,Northern Metropolitan,-37.7829,144.9782,118.0,3068.0,126.01298701298701,308.0
2526,Fitzroy North,3,h,1275000.0,3.5,3068.0,3.0,2.0,1.0,1890.0,Yarra,Northern Metropolitan,-37.7813,144.9834,110.0,3068.0,126.01298701298701,308.0
2527,Fitzroy North,3,h,1141000.0,3.5,3068.0,2.0,1.0,1.0,,Moreland,Northern Metropolitan,-37.7739,144.9819,,3068.0,126.01298701298701,308.0
2528,Fitzroy North,2,h,1255000.0,3.5,3068.0,2.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.7841,144.9793,,3068.0,126.01298701298701,308.0
2529,Fitzroy North,3,h,1700000.0,3.5,3068.0,3.0,2.0,1.0,,Yarra,Northern Metropolitan,-37.782,144.9834,,3068.0,126.01298701298701,308.0
2530,Fitzroy North,2,h,1290000.0,3.5,3068.0,2.0,1.0,0.0,1890.0,Yarra,Northern Metropolitan,-37.7819,144.9824,92.0,3068.0,126.01298701298701,308.0
2531,Fitzroy North,2,t,750000.0,3.5,3068.0,2.0,2.0,2.0,2002.0,Yarra,Northern Metropolitan,-37.7761,144.9792,95.0,3068.0,126.01298701298701,308.0
2532,Fitzroy North,3,u,674000.0,3.5,3068.0,3.0,1.0,1.0,,Yarra,Northern Metropolitan,-37.7899,144.9869,,3068.0,126.01298701298701,308.0
2533,Fitzroy North,2,u,675000.0,3.5,3068.0,2.0,1.0,2.0,2010.0,Yarra,Northern Metropolitan,-37.7918,144.9824,92.0,3068.0,126.01298701298701,308.0
2534,Fitzroy North,4,t,1700000.0,3.5,3068.0,4.0,3.0,2.0,2008.0,Yarra,Northern Metropolitan,-37.7855,144.9789,209.0,3068.0,126.01298701298701,308.0
2535,Fitzroy North,2,h,875000.0,3.5,3068.0,2.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.7823,144.9864,,3068.0,126.01298701298701,308.0
2536,Fitzroy North,3,t,1080000.0,3.5,3068.0,3.0,2.0,1.0,2016.0,Yarra,Northern Metropolitan,-37.7923,144.9776,133.0,3068.0,126.01298701298701,308.0
2537,Fitzroy North,3,h,1851000.0,3.5,3068.0,3.0,1.0,1.0,,Yarra,Northern Metropolitan,-37.7852,144.9868,,3068.0,126.01298701298701,308.0
2538,Fitzroy North,2,h,1222500.0,3.5,3068.0,2.0,1.0,2.0,1940.0,Moreland,Northern Metropolitan,-37.7737,144.9822,105.0,3068.0,126.01298701298701,308.0
2539,Fitzroy North,1,u,330000.0,3.5,3068.0,1.0,1.0,1.0,1970.0,Yarra,Northern Metropolitan,-37.782,144.9896,,3068.0,126.01298701298701,308.0
2540,Fitzroy North,2,h,1232000.0,3.5,3068.0,2.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.7848,144.9806,,3068.0,126.01298701298701,308.0
2541,Fitzroy North,1,h,899000.0,3.5,3068.0,2.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.7851,144.9784,,3068.0,126.01298701298701,308.0
2542,Fitzroy North,3,h,2300000.0,3.5,3068.0,4.0,1.0,2.0,,Yarra,Northern Metropolitan,-37.7786,144.9846,,3068.0,126.01298701298701,308.0
2543,Fitzroy North,2,h,937500.0,3.5,3068.0,2.0,1.0,0.0,1890.0,Yarra,Northern Metropolitan,-37.788,144.9791,72.0,3068.0,126.01298701298701,308.0
2544,Fitzroy North,3,h,1710000.0,3.5,3068.0,3.0,2.0,0.0,1880.0,Yarra,Northern Metropolitan,-37.7778,144.9824,,3068.0,126.01298701298701,308.0
2545,Fitzroy North,3,h,1600000.0,3.5,3068.0,3.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.7794,144.9892,,3068.0,126.01298701298701,308.0
2546,Fitzroy North,3,h,1300000.0,3.5,3068.0,3.0,1.0,1.0,1890.0,Yarra,Northern Metropolitan,-37.7834,144.9862,110.0,3068.0,126.01298701298701,308.0
2547,Fitzroy North,4,h,2300000.0,3.5,3068.0,4.0,2.0,1.0,,Yarra,Northern Metropolitan,-37.7828,144.9832,,3068.0,126.01298701298701,308.0
2548,Fitzroy North,2,u,490000.0,3.5,3068.0,2.0,1.0,1.0,2012.0,Yarra,Northern Metropolitan,-37.7846,144.9785,,3068.0,126.01298701298701,308.0
2549,Fitzroy North,3,h,1300000.0,3.5,3068.0,3.0,2.0,0.0,1890.0,Yarra,Northern Metropolitan,-37.7851,144.9809,135.0,3068.0,126.01298701298701,308.0
2550,Fitzroy North,3,h,1300000.0,3.5,3068.0,3.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.776,144.9832,,3068.0,126.01298701298701,308.0
2551,Fitzroy North,3,h,2150000.0,3.5,3068.0,3.0,2.0,0.0,1898.0,Yarra,Northern Metropolitan,-37.7835,144.9867,307.0,3068.0,126.01298701298701,308.0
2552,Fitzroy North,3,t,775000.0,3.5,3068.0,3.0,2.0,2.0,,Yarra,Northern Metropolitan,-37.7918,144.9824,,3068.0,126.01298701298701,308.0
2553,Fitzroy North,3,h,1581000.0,3.5,3068.0,3.0,1.0,0.0,1910.0,Yarra,Northern Metropolitan,-37.7836,144.985,132.0,3068.0,126.01298701298701,308.0
2554,Fitzroy North,2,u,602000.0,3.5,3068.0,2.0,1.0,1.0,1980.0,Yarra,Northern Metropolitan,-37.7794,144.989,48.0,3068.0,126.01298701298701,308.0
2555,Fitzroy North,2,h,650000.0,3.5,3068.0,2.0,1.0,1.0,1980.0,Yarra,Northern Metropolitan,-37.777,144.9838,75.0,3068.0,126.01298701298701,308.0
2556,Fitzroy North,2,h,1283000.0,3.5,3068.0,2.0,1.0,2.0,,Yarra,Northern Metropolitan,-37.7824,144.9801,,3068.0,126.01298701298701,308.0
2557,Fitzroy North,3,h,1450000.0,3.5,3068.0,3.0,2.0,1.0,1905.0,Yarra,Northern Metropolitan,-37.7839,144.9807,103.0,3068.0,126.01298701298701,308.0
2558,Fitzroy North,2,h,1325000.0,3.5,3068.0,2.0,1.0,0.0,,Yarra,Northern Metropolitan,-37.783,144.9866,,3068.0,126.01298701298701,308.0
2559,Flemington,2,h,865500.0,4.4,3031.0,2.0,1.0,1.0,,Moonee Valley,Northern Metropolitan,-37.7835,144.9339,,3031.0,119.91489361702128,188.0
2560,Flemington,2,u,365000.0,4.4,3031.0,2.0,1.0,1.0,1970.0,Moonee Valley,Northern Metropolitan,-37.7833,144.9255,60.0,3031.0,119.91489361702128,188.0
2561,Flemington,1,u,380000.0,4.4,3031.0,1.0,1.0,1.0,,Moonee Valley,Northern Metropolitan,-37.7852,144.9216,,3031.0,119.91489361702128,188.0
2562,Flemington,2,u,425000.0,4.4,3031.0,2.0,1.0,1.0,1970.0,Moonee Valley,Northern Metropolitan,-37.7833,144.9255,63.0,3031.0,119.91489361702128,188.0
2563,Flemington,1,u,280000.0,4.4,3031.0,1.0,1.0,1.0,1970.0,Moonee Valley,Northern Metropolitan,-37.7839,144.9347,,3031.0,119.91489361702128,188.0
2564,Flemington,3,h,870000.0,4.4,3031.0,3.0,2.0,0.0,,Moonee Valley,Northern Metropolitan,-37.7869,144.9228,,3031.0,119.91489361702128,188.0
2565,Flemington,2,u,391000.0,4.4,3031.0,2.0,1.0,1.0,1970.0,Moonee Valley,Northern Metropolitan,-37.7825,144.9239,59.0,3031.0,119.91489361702128,188.0
2566,Flemington,2,h,715000.0,4.4,3031.0,2.0,1.0,1.0,1980.0,Moonee Valley,Northern Metropolitan,-37.7852,144.9223,,3031.0,119.91489361702128,188.0
2567,Flemington,3,h,1130000.0,4.4,3031.0,3.0,1.0,0.0,1900.0,Moonee Valley,Northern Metropolitan,-37.7856,144.9292,140.0,3031.0,119.91489361702128,188.0
2568,Flemington,3,h,1110000.0,4.4,3031.0,3.0,1.0,1.0,1885.0,Moonee Valley,Northern Metropolitan,-37.7857,144.931,131.0,3031.0,119.91489361702128,188.0
2569,Flemington,2,h,950000.0,4.4,3031.0,2.0,1.0,1.0,,Moonee Valley,Northern Metropolitan,-37.7861,144.9238,,3031.0,119.91489361702128,188.0
2570,Flemington,2,h,918000.0,4.4,3031.0,2.0,1.0,0.0,1900.0,Moonee Valley,Northern Metropolitan,-37.7839,144.9343,78.0,3031.0,119.91489361702128,188.0
2571,Flemington,2,h,730000.0,4.4,3031.0,2.0,1.0,1.0,1890.0,Moonee Valley,Northern Metropolitan,-37.7867,144.9342,98.0,3031.0,119.91489361702128,188.0
2572,Flemington,2,u,360000.0,4.4,3031.0,2.0,1.0,1.0,,Moonee Valley,Northern Metropolitan,-37.7826,144.9273,,3031.0,119.91489361702128,188.0
2573,Flemington,2,h,855000.0,4.4,3031.0,2.0,1.0,0.0,1930.0,Moonee Valley,Northern Metropolitan,-37.7849,144.9197,85.0,3031.0,119.91489361702128,188.0
2574,Flemington,2,h,860000.0,4.4,3031.0,2.0,1.0,0.0,,Moonee Valley,Northern Metropolitan,-37.7849,144.9257,,3031.0,119.91489361702128,188.0
2575,Flemington,3,h,1012000.0,4.4,3031.0,3.0,1.0,1.0,1930.0,Moonee Valley,Northern Metropolitan,-37.7818,144.9247,102.0,3031.0,119.91489361702128,188.0
2576,Flemington,3,h,885000.0,4.4,3031.0,3.0,1.0,0.0,,Moonee Valley,Northern Metropolitan,-37.7869,144.9253,,3031.0,119.91489361702128,188.0
2577,Flemington,3,h,1315000.0,4.4,3031.0,2.0,1.0,1.0,,Moonee Valley,Northern Metropolitan,-37.7853,144.9235,20.0,3031.0,119.91489361702128,188.0
2578,Flemington,4,h,1700000.0,4.4,3031.0,4.0,1.0,1.0,,Moonee Valley,Northern Metropolitan,-37.7837,144.9319,,3031.0,119.91489361702128,188.0
2579,Flemington,3,h,1205000.0,4.4,3031.0,3.0,2.0,2.0,,Moonee Valley,Northern Metropolitan,-37.7826,144.9261,,3031.0,119.91489361702128,188.0
2580,Flemington,2,u,395000.0,4.4,3031.0,2.0,1.0,1.0,1970.0,Moonee Valley,Northern Metropolitan,-37.7833,144.9255,60.0,3031.0,119.91489361702128,188.0
2581,Flemington,2,u,476000.0,4.4,3031.0,2.0,1.0,1.0,,Moonee Valley,Northern Metropolitan,-37.783,144.93200000000004,,3031.0,119.91489361702128,188.0
2582,Flemington,1,h,250000.0,4.4,3031.0,1.0,1.0,1.0,,Moonee Valley,Northern Metropolitan,-37.7854,144.9326,,3031.0,119.91489361702128,188.0
2583,Flemington,2,u,556000.0,4.4,3031.0,2.0,2.0,1.0,2009.0,Moonee Valley,Northern Metropolitan,-37.784,144.9356,79.0,3031.0,119.91489361702128,188.0
2584,Flemington,2,h,845000.0,4.4,3031.0,2.0,1.0,1.0,1910.0,Moonee Valley,Northern Metropolitan,-37.7838,144.9273,,3031.0,119.91489361702128,188.0
2585,Flemington,1,u,345000.0,4.4,3031.0,1.0,1.0,1.0,1970.0,Moonee Valley,Northern Metropolitan,-37.7826,144.9311,46.0,3031.0,119.91489361702128,188.0
2586,Flemington,3,h,1100000.0,4.4,3031.0,3.0,2.0,0.0,1900.0,Moonee Valley,Northern Metropolitan,-37.7857,144.9305,150.0,3031.0,119.91489361702128,188.0
