,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,YearBuilt,CouncilArea,Regionname,Lattitude,Longtitude,Landsize
3893,Malvern East,3,h,1055000.0,11.2,3145.0,3.0,2.0,1.0,,Stonnington,Southern Metropolitan,-37.866,145.0402,0.0
3894,Malvern East,2,u,425000.0,11.2,3145.0,2.0,1.0,1.0,1997.0,Stonnington,Southern Metropolitan,-37.8804,145.0501,0.0
3895,Malvern East,3,h,1670000.0,11.2,3145.0,3.0,2.0,1.0,1920.0,Stonnington,Southern Metropolitan,-37.8777,145.0608,375.0
3896,Malvern East,4,h,1350000.0,11.2,3145.0,4.0,3.0,2.0,2010.0,Stonnington,Southern Metropolitan,-37.878,145.0666,222.0
3897,Malvern East,3,h,1650000.0,11.2,3145.0,3.0,1.0,2.0,1925.0,Stonnington,Southern Metropolitan,-37.8814,145.0583,764.0
3898,Malvern East,4,h,1550000.0,11.2,3145.0,4.0,2.0,4.0,1970.0,Stonnington,Southern Metropolitan,-37.8847,145.076,848.0
3899,Malvern East,3,h,950000.0,11.2,3145.0,3.0,1.0,1.0,1999.0,Stonnington,Southern Metropolitan,-37.8752,145.0817,288.0
3900,Malvern East,3,h,1782500.0,11.2,3145.0,3.0,1.0,2.0,1950.0,Stonnington,Southern Metropolitan,-37.8846,145.0861,615.0
3901,Malvern East,4,h,2490000.0,11.2,3145.0,3.0,2.0,2.0,,Stonnington,Southern Metropolitan,-37.8738,145.0415,640.0
3902,Malvern East,2,t,500000.0,11.2,3145.0,2.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8767,145.0469,50.0
3903,Malvern East,2,t,650000.0,11.2,3145.0,2.0,2.0,1.0,2015.0,Stonnington,Southern Metropolitan,-37.8828,145.0528,0.0
3904,Maribyrnong,3,h,870000.0,8.7,3032.0,3.0,2.0,2.0,,Maribyrnong,Western Metropolitan,-37.774,144.8744,392.0
3905,Maribyrnong,2,u,635000.0,8.7,3032.0,2.0,2.0,1.0,,Maribyrnong,Western Metropolitan,-37.7865,144.9008,0.0
3906,Maribyrnong,3,h,975000.0,8.7,3032.0,3.0,1.0,2.0,1970.0,Maribyrnong,Western Metropolitan,-37.76300000000001,144.8877,597.0
3907,Maribyrnong,3,t,560000.0,8.7,3032.0,3.0,2.0,2.0,2004.0,Maribyrnong,Western Metropolitan,-37.7746,144.8798,77.0
3908,Maribyrnong,3,t,560000.0,8.7,3032.0,3.0,2.0,2.0,2000.0,Maribyrnong,Western Metropolitan,-37.7719,144.8815,83.0
3909,Maribyrnong,2,t,355000.0,8.7,3032.0,2.0,1.0,1.0,2004.0,Maribyrnong,Western Metropolitan,-37.7716,144.882,0.0
3910,Maribyrnong,3,t,550000.0,8.7,3032.0,3.0,2.0,2.0,2000.0,Maribyrnong,Western Metropolitan,-37.7743,144.8797,77.0
3911,Maribyrnong,2,u,420000.0,8.7,3032.0,2.0,1.0,2.0,1940.0,Maribyrnong,Western Metropolitan,-37.773,144.8806,5661.0
3912,Maribyrnong,2,h,399000.0,8.7,3032.0,2.0,1.0,1.0,1985.0,Maribyrnong,Western Metropolitan,-37.7679,144.8935,904.0
3913,Maribyrnong,4,h,940000.0,8.7,3032.0,4.0,2.0,1.0,,Maribyrnong,Western Metropolitan,-37.7839,144.8853,516.0
3914,Maribyrnong,3,h,1105000.0,8.7,3032.0,3.0,1.0,4.0,1950.0,Maribyrnong,Western Metropolitan,-37.7707,144.8924,762.0
3915,Maribyrnong,3,t,730000.0,8.7,3032.0,3.0,1.0,2.0,2000.0,Maribyrnong,Western Metropolitan,-37.7861,144.8897,250.0
3916,Maribyrnong,2,u,425000.0,8.7,3032.0,2.0,1.0,1.0,,Maribyrnong,Western Metropolitan,-37.7818,144.8859,170.0
3917,Maribyrnong,3,u,662500.0,8.7,3032.0,3.0,2.0,2.0,2006.0,Maribyrnong,Western Metropolitan,-37.768,144.8894,202.0
3918,Maribyrnong,3,h,986500.0,8.7,3032.0,3.0,1.0,1.0,,Maribyrnong,Western Metropolitan,-37.7798,144.8872,629.0
3919,Maribyrnong,2,t,410000.0,8.7,3032.0,2.0,1.0,2.0,2000.0,Maribyrnong,Western Metropolitan,-37.7736,144.8798,53.0
3920,Maribyrnong,5,h,930000.0,8.7,3032.0,5.0,2.0,2.0,,Maribyrnong,Western Metropolitan,-37.7859,144.8898,330.0
3921,Maribyrnong,3,h,920000.0,8.7,3032.0,3.0,1.0,2.0,1920.0,Maribyrnong,Western Metropolitan,-37.7823,144.887,689.0
3922,Maribyrnong,3,h,1320000.0,8.7,3032.0,3.0,2.0,2.0,1900.0,Maribyrnong,Western Metropolitan,-37.7662,144.8971,645.0
3923,Maribyrnong,5,h,1150000.0,8.7,3032.0,5.0,3.0,2.0,2002.0,Maribyrnong,Western Metropolitan,-37.7712,144.8763,446.0
3924,Maribyrnong,3,h,680000.0,8.7,3032.0,3.0,2.0,2.0,,Maribyrnong,Western Metropolitan,-37.7699,144.8791,225.0
3925,Maribyrnong,5,h,990000.0,8.7,3032.0,5.0,2.0,2.0,,Maribyrnong,Western Metropolitan,-37.7742,144.8755,433.0
3926,Maribyrnong,2,u,330000.0,8.7,3032.0,2.0,1.0,1.0,,Maribyrnong,Western Metropolitan,-37.7665,144.9004,950.0
3927,Maribyrnong,3,t,1011000.0,8.7,3032.0,3.0,2.0,2.0,,Maribyrnong,Western Metropolitan,-37.7867,144.8906,225.0
3928,Maribyrnong,3,h,847000.0,8.7,3032.0,3.0,2.0,2.0,2002.0,Maribyrnong,Western Metropolitan,-37.7697,144.878,222.0
3929,Maribyrnong,2,u,400000.0,8.7,3032.0,2.0,1.0,2.0,2007.0,Maribyrnong,Western Metropolitan,-37.7706,144.8805,3967.0
3930,Maribyrnong,4,h,1100000.0,8.7,3032.0,4.0,2.0,2.0,,Maribyrnong,Western Metropolitan,-37.7648,144.8881,586.0
3931,Maribyrnong,3,h,1072000.0,8.7,3032.0,3.0,2.0,2.0,1955.0,Maribyrnong,Western Metropolitan,-37.7833,144.888,1396.0
3932,Maribyrnong,2,t,479000.0,8.7,3032.0,2.0,2.0,1.0,,Maribyrnong,Western Metropolitan,-37.7691,144.8905,0.0
3933,Maribyrnong,2,t,470000.0,8.7,3032.0,2.0,2.0,1.0,,Maribyrnong,Western Metropolitan,-37.7692,144.8905,0.0
3934,Maribyrnong,2,t,510000.0,8.7,3032.0,2.0,2.0,1.0,2010.0,Maribyrnong,Western Metropolitan,-37.7693,144.8905,176.0
3935,Maribyrnong,3,t,865000.0,8.7,3032.0,3.0,2.0,2.0,2010.0,Maribyrnong,Western Metropolitan,-37.7855,144.8958,151.0
3936,Maribyrnong,2,u,488000.0,8.7,3032.0,2.0,2.0,2.0,,Maribyrnong,Western Metropolitan,-37.7752,144.8925,0.0
3937,Maribyrnong,4,h,940000.0,8.7,3032.0,4.0,2.0,1.0,2004.0,Maribyrnong,Western Metropolitan,-37.7822,144.892,325.0
3938,Maribyrnong,2,t,570000.0,8.7,3032.0,3.0,1.0,2.0,2009.0,Maribyrnong,Western Metropolitan,-37.7677,144.8925,98.0
3939,Maribyrnong,2,h,335000.0,8.7,3032.0,2.0,1.0,1.0,,Maribyrnong,Western Metropolitan,-37.7681,144.8979,0.0
3940,Maribyrnong,4,h,1900000.0,8.7,3032.0,4.0,3.0,8.0,2013.0,Maribyrnong,Western Metropolitan,-37.7682,144.8971,865.0
3941,Maribyrnong,2,t,429000.0,8.7,3032.0,2.0,1.0,1.0,1980.0,Maribyrnong,Western Metropolitan,-37.7732,144.8927,83.0
3942,Maribyrnong,2,u,495000.0,8.7,3032.0,2.0,2.0,2.0,,Maribyrnong,Western Metropolitan,-37.7752,144.8925,37000.0
3943,Maribyrnong,3,t,820000.0,8.7,3032.0,3.0,2.0,2.0,,Maribyrnong,Western Metropolitan,-37.7719,144.8767,275.0
3944,Maribyrnong,3,h,456000.0,8.7,3032.0,3.0,2.0,2.0,2005.0,Maribyrnong,Western Metropolitan,-37.7737,144.8816,4977.0
3945,Maribyrnong,2,u,566000.0,8.7,3032.0,2.0,2.0,1.0,2012.0,Maribyrnong,Western Metropolitan,-37.7853,144.8944,3014.0
3946,Maribyrnong,2,t,408000.0,8.7,3032.0,2.0,1.0,1.0,1980.0,Maribyrnong,Western Metropolitan,-37.7732,144.8927,85.0
3947,Maribyrnong,4,h,1040000.0,8.7,3032.0,4.0,3.0,2.0,,Maribyrnong,Western Metropolitan,-37.7858,144.8937,298.0
3948,Maribyrnong,2,u,470000.0,8.7,3032.0,2.0,2.0,1.0,2011.0,Maribyrnong,Western Metropolitan,-37.7853,144.8999,0.0
3949,Maribyrnong,3,h,1460000.0,8.7,3032.0,3.0,1.0,2.0,,Maribyrnong,Western Metropolitan,-37.769,144.8909,926.0
3950,Maribyrnong,3,h,780000.0,8.7,3032.0,3.0,3.0,2.0,2000.0,Maribyrnong,Western Metropolitan,-37.773,144.8947,173.0
3951,Maribyrnong,3,t,675000.0,8.7,3032.0,3.0,2.0,2.0,,Maribyrnong,Western Metropolitan,-37.7732,144.879,210.0
3952,Maribyrnong,2,t,440000.0,8.7,3032.0,2.0,1.0,2.0,2000.0,Maribyrnong,Western Metropolitan,-37.774,144.8797,54.0
3953,Maribyrnong,4,h,1048700.0,8.7,3032.0,3.0,2.0,2.0,1999.0,Maribyrnong,Western Metropolitan,-37.774,144.877,452.0
3954,Maribyrnong,2,t,400000.0,8.7,3032.0,2.0,1.0,2.0,2000.0,Maribyrnong,Western Metropolitan,-37.774,144.8797,54.0
3955,Maribyrnong,4,h,1215000.0,8.7,3032.0,4.0,3.0,4.0,1950.0,Maribyrnong,Western Metropolitan,-37.7799,144.8879,613.0
3956,Maribyrnong,4,h,1180000.0,8.7,3032.0,4.0,3.0,2.0,1960.0,Maribyrnong,Western Metropolitan,-37.7713,144.8937,688.0
3957,Maribyrnong,4,h,1117000.0,8.7,3032.0,4.0,3.0,2.0,2005.0,Maribyrnong,Western Metropolitan,-37.7822,144.8922,325.0
3958,Maribyrnong,2,u,420000.0,8.7,3032.0,2.0,1.0,1.0,1970.0,Maribyrnong,Western Metropolitan,-37.7678,144.8899,0.0
3959,Maribyrnong,5,t,1000000.0,8.7,3032.0,5.0,3.0,2.0,,Maribyrnong,Western Metropolitan,-37.7843,144.8939,98.0
3960,Maribyrnong,4,h,770000.0,8.7,3032.0,4.0,2.0,2.0,2000.0,Maribyrnong,Western Metropolitan,-37.7817,144.8916,215.0
3961,Maribyrnong,3,h,905000.0,8.7,3032.0,3.0,1.0,2.0,,Maribyrnong,Western Metropolitan,-37.7832,144.8864,696.0
3962,Maribyrnong,5,h,1151000.0,8.7,3032.0,5.0,2.0,5.0,1950.0,Maribyrnong,Western Metropolitan,-37.7819,144.8901,694.0
3963,Maribyrnong,3,h,907000.0,8.7,3032.0,3.0,1.0,2.0,1950.0,Maribyrnong,Western Metropolitan,-37.769,144.8935,678.0
3964,Maribyrnong,2,u,570000.0,8.7,3032.0,2.0,2.0,1.0,2012.0,Maribyrnong,Western Metropolitan,-37.7853,144.8944,3014.0
3965,Maribyrnong,3,h,820000.0,8.7,3032.0,3.0,2.0,2.0,2006.0,Maribyrnong,Western Metropolitan,-37.7853,144.8972,203.0
3966,Maribyrnong,3,h,940000.0,8.7,3032.0,3.0,1.0,1.0,1940.0,Maribyrnong,Western Metropolitan,-37.7825,144.886,695.0
3967,Maribyrnong,4,h,1030000.0,8.7,3032.0,4.0,2.0,1.0,1925.0,Maribyrnong,Western Metropolitan,-37.7844,144.8876,573.0
3968,Maribyrnong,5,h,1350000.0,8.7,3032.0,5.0,3.0,5.0,,Maribyrnong,Western Metropolitan,-37.7676,144.9009,670.0
3969,Maribyrnong,4,h,1230000.0,8.7,3032.0,3.0,3.0,2.0,2009.0,Maribyrnong,Western Metropolitan,-37.7847,144.8962,270.0
3970,Maribyrnong,3,h,460000.0,8.7,3032.0,3.0,2.0,1.0,2001.0,Maribyrnong,Western Metropolitan,-37.772,144.8801,95.0
3971,Maribyrnong,3,h,884500.0,8.7,3032.0,3.0,2.0,2.0,2005.0,Maribyrnong,Western Metropolitan,-37.7848,144.8969,211.0
3972,Maribyrnong,3,h,1010000.0,8.7,3032.0,3.0,1.0,1.0,1940.0,Maribyrnong,Western Metropolitan,-37.7804,144.8878,594.0
3973,Maribyrnong,3,h,820000.0,8.7,3032.0,3.0,1.0,4.0,,Maribyrnong,Western Metropolitan,-37.7837,144.8888,539.0
3974,Maribyrnong,3,h,820000.0,8.7,3032.0,3.0,1.0,4.0,2006.0,Maribyrnong,Western Metropolitan,-37.7837,144.8887,578.0
3975,Maribyrnong,2,u,330000.0,8.7,3032.0,2.0,1.0,1.0,1970.0,Maribyrnong,Western Metropolitan,-37.7689,144.8981,0.0
3976,Melbourne,1,u,427000.0,2.8,3000.0,1.0,1.0,0.0,,Melbourne,Northern Metropolitan,-37.8111,144.9715,0.0
3977,Melbourne,2,u,1160500.0,2.8,3000.0,2.0,2.0,1.0,2006.0,Melbourne,Northern Metropolitan,-37.8157,144.9727,4230.0
3978,Melbourne,2,u,780000.0,2.8,3000.0,2.0,2.0,1.0,1997.0,Melbourne,Northern Metropolitan,-37.8095,144.9691,0.0
3979,Melbourne,2,u,535000.0,2.8,3000.0,2.0,1.0,1.0,2001.0,Melbourne,Northern Metropolitan,-37.808,144.9617,0.0
3980,Melbourne,2,u,450000.0,2.8,3000.0,2.0,1.0,1.0,2014.0,Melbourne,Northern Metropolitan,-37.8091,144.9609,0.0
3981,Melbourne,2,u,360000.0,2.8,3000.0,2.0,1.0,0.0,1974.0,Melbourne,Northern Metropolitan,-37.8138,144.9548,0.0
3982,Melbourne,2,u,665000.0,2.8,3000.0,2.0,1.0,1.0,2004.0,Melbourne,Northern Metropolitan,-37.8106,144.9646,0.0
3983,Melbourne,1,u,386000.0,2.8,3000.0,1.0,1.0,0.0,1976.0,Melbourne,Northern Metropolitan,-37.8127,144.9627,0.0
3984,Melbourne,1,u,659000.0,2.8,3000.0,1.0,1.0,1.0,2006.0,Melbourne,Northern Metropolitan,-37.8157,144.9727,0.0
3985,Melbourne,2,u,671000.0,2.8,3000.0,2.0,1.0,1.0,,Melbourne,Northern Metropolitan,-37.8089,144.967,0.0
3986,Melbourne,2,u,545000.0,2.8,3000.0,2.0,1.0,1.0,2002.0,Melbourne,Northern Metropolitan,-37.8188,144.9544,0.0
3987,Melbourne,1,u,450000.0,2.8,3000.0,1.0,1.0,0.0,1960.0,Melbourne,Northern Metropolitan,-37.8178,144.9607,0.0
3988,Melbourne,1,u,432000.0,2.8,3000.0,1.0,1.0,1.0,2005.0,Melbourne,Northern Metropolitan,-37.8111,144.9715,0.0
3989,Melbourne,1,u,400000.0,2.8,3000.0,1.0,1.0,1.0,2005.0,Melbourne,Northern Metropolitan,-37.8106,144.9646,0.0
3990,Melbourne,1,u,210000.0,2.8,3000.0,1.0,1.0,0.0,,Melbourne,Northern Metropolitan,-37.8078,144.961,0.0
3991,Melbourne,3,u,750000.0,2.8,3000.0,3.0,2.0,1.0,1998.0,Melbourne,Northern Metropolitan,-37.8095,144.9691,0.0
3992,Melbourne,1,u,375000.0,2.8,3000.0,1.0,1.0,0.0,2014.0,Melbourne,Northern Metropolitan,-37.8161,144.9712,1414.0
3993,Melbourne,1,u,680000.0,2.8,3000.0,1.0,1.0,2.0,1965.0,Melbourne,Northern Metropolitan,-37.8132,144.9545,0.0
3994,Melbourne,2,u,470000.0,2.8,3000.0,2.0,1.0,2.0,1917.0,Melbourne,Northern Metropolitan,-37.816,144.9535,0.0
3995,Melbourne,2,u,650000.0,2.8,3000.0,2.0,1.0,1.0,,Melbourne,Northern Metropolitan,-37.8138,144.952,0.0
3996,Melbourne,2,u,483000.0,2.8,3000.0,1.0,1.0,1.0,2004.0,Melbourne,Northern Metropolitan,-37.8106,144.9646,0.0
3997,Melbourne,3,u,610000.0,2.8,3000.0,3.0,2.0,0.0,,Melbourne,Northern Metropolitan,-37.8114,144.961,0.0
3998,Melbourne,1,u,700000.0,2.8,3000.0,1.0,1.0,1.0,1920.0,Melbourne,Northern Metropolitan,-37.8157,144.9727,0.0
3999,Melbourne,2,u,520000.0,2.8,3000.0,1.0,1.0,1.0,2005.0,Melbourne,Northern Metropolitan,-37.8072,144.9623,4051.0
4000,Melbourne,1,u,440000.0,2.8,3000.0,1.0,1.0,1.0,1920.0,Melbourne,Northern Metropolitan,-37.8168,144.9691,0.0
4001,Melbourne,1,u,436000.0,2.8,3000.0,1.0,1.0,0.0,,Melbourne,Northern Metropolitan,-37.8159,144.972,0.0
4002,Melbourne,2,u,733000.0,2.8,3000.0,2.0,2.0,1.0,1965.0,Melbourne,Northern Metropolitan,-37.8166,144.9635,0.0
4003,Melbourne,2,u,675000.0,2.8,3000.0,2.0,2.0,1.0,2014.0,Melbourne,Northern Metropolitan,-37.8161,144.9712,0.0
4004,Melbourne,3,h,1630000.0,2.8,3000.0,3.0,2.0,0.0,,Melbourne,Northern Metropolitan,-37.8092,144.967,95.0
4005,Melbourne,3,u,760000.0,2.8,3000.0,2.0,2.0,1.0,1997.0,Melbourne,Northern Metropolitan,-37.8095,144.9691,0.0
4006,Melbourne,2,u,360000.0,2.8,3000.0,1.0,1.0,1.0,2009.0,Melbourne,Northern Metropolitan,-37.8211,144.9559,1136.0
4007,Melbourne,2,u,390000.0,2.8,3000.0,2.0,1.0,1.0,2012.0,Melbourne,Northern Metropolitan,-37.8077,144.9668,1751.0
4008,Middle Park,3,h,2600000.0,4.1,3206.0,3.0,1.0,1.0,1900.0,Port Phillip,Southern Metropolitan,-37.8499,144.957,279.0
4009,Middle Park,3,h,2350000.0,4.1,3206.0,3.0,1.0,2.0,1900.0,Port Phillip,Southern Metropolitan,-37.8516,144.9624,277.0
4010,Middle Park,3,h,2956000.0,4.1,3206.0,3.0,2.0,0.0,,Port Phillip,Southern Metropolitan,-37.8477,144.9607,300.0
4011,Middle Park,2,u,535000.0,4.1,3206.0,2.0,1.0,1.0,1930.0,Port Phillip,Southern Metropolitan,-37.8474,144.9625,760.0
4012,Middle Park,1,u,400000.0,4.1,3206.0,1.0,1.0,1.0,,Port Phillip,Southern Metropolitan,-37.8522,144.9678,0.0
4013,Middle Park,2,h,1690000.0,4.1,3206.0,2.0,1.0,1.0,,Port Phillip,Southern Metropolitan,-37.852,144.9654,145.0
4014,Middle Park,2,h,1020000.0,4.1,3206.0,2.0,1.0,1.0,1900.0,Port Phillip,Southern Metropolitan,-37.8468,144.9612,107.0
4015,Middle Park,2,h,1515000.0,4.1,3206.0,3.0,1.0,0.0,,Port Phillip,Southern Metropolitan,-37.8541,144.9665,98.0
4016,Middle Park,2,u,700000.0,4.1,3206.0,2.0,1.0,1.0,1970.0,Port Phillip,Southern Metropolitan,-37.8556,144.9669,0.0
4017,Middle Park,3,h,2360000.0,4.1,3206.0,3.0,1.0,1.0,1900.0,Port Phillip,Southern Metropolitan,-37.8507,144.9591,288.0
4018,Middle Park,3,h,2005000.0,4.1,3206.0,3.0,1.0,0.0,,Port Phillip,Southern Metropolitan,-37.8508,144.9589,220.0
4019,Middle Park,2,u,702000.0,4.1,3206.0,2.0,1.0,1.0,1970.0,Port Phillip,Southern Metropolitan,-37.8549,144.9662,0.0
4021,Middle Park,2,h,1025000.0,4.1,3206.0,2.0,1.0,0.0,1910.0,Port Phillip,Southern Metropolitan,-37.8551,144.968,123.0
4022,Middle Park,2,h,1920000.0,4.1,3206.0,2.0,1.0,0.0,1910.0,Port Phillip,Southern Metropolitan,-37.8498,144.9628,152.0
4023,Middle Park,3,h,2623000.0,4.1,3206.0,3.0,2.0,2.0,2010.0,Port Phillip,Southern Metropolitan,-37.8536,144.9625,181.0
4024,Middle Park,3,h,1500000.0,4.1,3206.0,3.0,2.0,1.0,1880.0,Port Phillip,Southern Metropolitan,-37.847,144.9594,151.0
4025,Middle Park,2,h,1630000.0,4.1,3206.0,2.0,1.0,0.0,1915.0,Port Phillip,Southern Metropolitan,-37.8513,144.9586,152.0
4026,Middle Park,3,h,1910000.0,4.1,3206.0,3.0,1.0,3.0,1900.0,Port Phillip,Southern Metropolitan,-37.8474,144.9582,217.0
4027,Mont Albert,2,h,1320000.0,11.8,3127.0,2.0,1.0,1.0,1950.0,Whitehorse,Eastern Metropolitan,-37.8238,145.1135,613.0
4028,Mont Albert,4,h,2850000.0,11.8,3127.0,4.0,2.0,2.0,,Whitehorse,Eastern Metropolitan,-37.82,145.1118,1388.0
4029,Mont Albert,2,u,750000.0,11.8,3127.0,2.0,2.0,2.0,2003.0,Whitehorse,Eastern Metropolitan,-37.8161,145.1098,0.0
4030,Mont Albert,3,h,2588000.0,11.8,3127.0,3.0,3.0,2.0,1920.0,Whitehorse,Eastern Metropolitan,-37.812,145.1095,1149.0
4031,Mont Albert,5,h,1955000.0,11.8,3127.0,5.0,3.0,2.0,,Whitehorse,Eastern Metropolitan,-37.8145,145.1131,424.0
4032,Mont Albert,5,h,1400000.0,11.8,3127.0,5.0,4.0,2.0,1979.0,Whitehorse,Eastern Metropolitan,-37.812,145.1074,355.0
4033,Mont Albert,2,u,665000.0,11.8,3127.0,2.0,2.0,2.0,,Whitehorse,Eastern Metropolitan,-37.8167,145.1118,1291.0
4034,Mont Albert,5,h,2714000.0,11.8,3127.0,5.0,2.0,2.0,,Whitehorse,Eastern Metropolitan,-37.8117,145.1061,1053.0
4035,Mont Albert,6,h,2350000.0,11.8,3127.0,6.0,3.0,3.0,,Whitehorse,Eastern Metropolitan,-37.8176,145.1117,2026.0
4036,Mont Albert,4,h,2200000.0,11.8,3127.0,4.0,2.0,2.0,1930.0,Whitehorse,Eastern Metropolitan,-37.8226,145.1103,931.0
4037,Mont Albert,2,t,660000.0,11.8,3127.0,2.0,2.0,1.0,,Whitehorse,Eastern Metropolitan,-37.8157,145.1101,146.0
4038,Mont Albert,3,t,1310000.0,11.8,3127.0,3.0,2.0,2.0,2001.0,Whitehorse,Eastern Metropolitan,-37.8167,145.107,330.0
4039,Mont Albert,2,u,540000.0,11.8,3127.0,2.0,1.0,1.0,1960.0,Whitehorse,Eastern Metropolitan,-37.8172,145.1114,0.0
4040,Mont Albert,4,h,2335000.0,11.8,3127.0,4.0,2.0,2.0,1938.0,Whitehorse,Eastern Metropolitan,-37.8118,145.1065,813.0
4041,Mont Albert,4,h,2000000.0,11.8,3127.0,3.0,2.0,1.0,1929.0,Whitehorse,Eastern Metropolitan,-37.8197,145.1106,626.0
4042,Mont Albert,5,h,1815000.0,11.8,3127.0,5.0,1.0,0.0,1950.0,Whitehorse,Eastern Metropolitan,-37.8195,145.1134,711.0
4043,Mont Albert,2,u,725000.0,11.8,3127.0,2.0,2.0,2.0,2005.0,Whitehorse,Eastern Metropolitan,-37.8161,145.1098,0.0
4045,Mont Albert,2,h,666000.0,11.8,3127.0,2.0,1.0,1.0,,Whitehorse,Eastern Metropolitan,-37.8147,145.1032,0.0
4046,Mont Albert,3,t,1200000.0,11.8,3127.0,3.0,2.0,2.0,2000.0,Whitehorse,Eastern Metropolitan,-37.8192,145.111,255.0
4047,Mont Albert,3,h,1564000.0,11.8,3127.0,3.0,2.0,2.0,1950.0,Whitehorse,Eastern Metropolitan,-37.8173,145.1123,640.0
4048,Mont Albert,2,u,520000.0,11.8,3127.0,2.0,1.0,1.0,2005.0,Whitehorse,Eastern Metropolitan,-37.8161,145.1098,0.0
4049,Moonee Ponds,3,u,670000.0,6.9,3039.0,3.0,2.0,2.0,2000.0,Moonee Valley,Western Metropolitan,-37.7672,144.9209,0.0
4050,Moonee Ponds,4,h,1715000.0,6.9,3039.0,4.0,2.0,3.0,,Moonee Valley,Western Metropolitan,-37.7633,144.908,668.0
4051,Moonee Ponds,3,h,1055000.0,6.9,3039.0,3.0,2.0,2.0,2009.0,Moonee Valley,Western Metropolitan,-37.7688,144.9054,0.0
4052,Moonee Ponds,2,u,348000.0,6.9,3039.0,2.0,1.0,1.0,2007.0,Moonee Valley,Western Metropolitan,-37.7677,144.9221,0.0
4053,Moonee Ponds,4,h,1780000.0,6.9,3039.0,4.0,3.0,2.0,1920.0,Moonee Valley,Western Metropolitan,-37.7617,144.9052,615.0
4054,Moonee Ponds,6,h,2150000.0,6.9,3039.0,6.0,3.0,2.0,,Moonee Valley,Western Metropolitan,-37.77,144.9189,912.0
4055,Moonee Ponds,5,h,1730000.0,6.9,3039.0,5.0,1.0,1.0,,Moonee Valley,Western Metropolitan,-37.7696,144.9229,584.0
4056,Moonee Ponds,3,h,1440000.0,6.9,3039.0,3.0,2.0,1.0,1880.0,Moonee Valley,Western Metropolitan,-37.7698,144.9214,287.0
4057,Moonee Ponds,4,h,1225000.0,6.9,3039.0,4.0,1.0,1.0,1920.0,Moonee Valley,Western Metropolitan,-37.7692,144.9057,388.0
4058,Moonee Ponds,4,h,1445000.0,6.9,3039.0,3.0,3.0,2.0,1920.0,Moonee Valley,Western Metropolitan,-37.7617,144.9272,384.0
4059,Moonee Ponds,3,h,990000.0,6.9,3039.0,3.0,1.0,2.0,1900.0,Moonee Valley,Western Metropolitan,-37.7658,144.9077,328.0
4060,Moonee Ponds,3,h,1400000.0,6.9,3039.0,3.0,2.0,2.0,,Moonee Valley,Western Metropolitan,-37.761,144.9296,597.0
4061,Moonee Ponds,3,h,1550000.0,6.9,3039.0,3.0,2.0,3.0,2014.0,Moonee Valley,Western Metropolitan,-37.7661,144.9076,477.0
4062,Moonee Ponds,3,h,1170000.0,6.9,3039.0,3.0,1.0,1.0,1930.0,Moonee Valley,Western Metropolitan,-37.7585,144.928,443.0
4063,Moonee Ponds,4,h,1120000.0,6.9,3039.0,4.0,1.0,1.0,1915.0,Moonee Valley,Western Metropolitan,-37.7659,144.9116,571.0
4064,Moonee Ponds,2,u,675000.0,6.9,3039.0,2.0,1.0,1.0,,Moonee Valley,Western Metropolitan,-37.7694,144.9059,206.0
4065,Moonee Ponds,3,h,880000.0,6.9,3039.0,3.0,2.0,2.0,,Moonee Valley,Western Metropolitan,-37.769,144.9057,315.0
4066,Moonee Ponds,4,h,1530000.0,6.9,3039.0,3.0,2.0,1.0,1906.0,Moonee Valley,Western Metropolitan,-37.7702,144.9268,431.0
4067,Moonee Ponds,4,h,1350000.0,6.9,3039.0,4.0,2.0,2.0,1880.0,Moonee Valley,Western Metropolitan,-37.7704,144.9199,447.0
4068,Moonee Ponds,3,h,832000.0,6.9,3039.0,3.0,2.0,2.0,1997.0,Moonee Valley,Western Metropolitan,-37.7709,144.9334,214.0
4069,Moonee Ponds,2,u,420000.0,6.9,3039.0,2.0,1.0,1.0,1950.0,Moonee Valley,Western Metropolitan,-37.7701,144.9079,0.0
4070,Moonee Ponds,4,h,2400000.0,6.9,3039.0,4.0,4.0,2.0,1900.0,Moonee Valley,Western Metropolitan,-37.7629,144.9157,636.0
4071,Moonee Ponds,3,u,565000.0,6.9,3039.0,2.0,2.0,1.0,2001.0,Moonee Valley,Western Metropolitan,-37.7672,144.9209,0.0
4072,Moonee Ponds,2,u,550000.0,6.9,3039.0,2.0,1.0,1.0,1990.0,Moonee Valley,Western Metropolitan,-37.7617,144.9367,0.0
4073,Moonee Ponds,4,h,1211000.0,6.9,3039.0,3.0,1.0,3.0,1910.0,Moonee Valley,Western Metropolitan,-37.7632,144.9292,477.0
4074,Moonee Ponds,5,h,2405000.0,6.9,3039.0,5.0,2.0,1.0,,Moonee Valley,Western Metropolitan,-37.7696,144.9227,0.0
4075,Moonee Ponds,4,h,1395000.0,6.9,3039.0,4.0,1.0,2.0,,Moonee Valley,Western Metropolitan,-37.7692,144.917,603.0
4076,Moonee Ponds,3,h,1630000.0,6.9,3039.0,3.0,2.0,0.0,1900.0,Moonee Valley,Western Metropolitan,-37.77,144.91299999999995,408.0
