,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,YearBuilt,CouncilArea,Regionname,Lattitude,Longtitude,BuildingArea
3018,Hampton,4,h,1600000.0,13.7,3188.0,4.0,2.0,2.0,2011.0,Bayside,Southern Metropolitan,-37.9324,145.0235,242.0
3019,Hampton,3,t,2200000.0,13.7,3188.0,3.0,2.0,3.0,,Bayside,Southern Metropolitan,-37.9347,144.9963,
3020,Hampton,3,h,1003500.0,13.7,3188.0,3.0,1.0,2.0,1998.0,Bayside,Southern Metropolitan,-37.9338,145.0226,109.0
3021,Hampton,2,u,802000.0,13.7,3188.0,2.0,1.0,1.0,1965.0,Bayside,Southern Metropolitan,-37.939,145.0137,85.0
3022,Hampton,4,t,1500000.0,13.7,3188.0,4.0,1.0,1.0,,Bayside,Southern Metropolitan,-37.9386,145.0055,
3023,Hampton,4,h,1686500.0,13.7,3188.0,4.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9394,145.0099,
3024,Hampton,5,h,1400000.0,13.7,3188.0,5.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9361,145.0243,168.0
3025,Hampton,3,h,1560000.0,13.7,3188.0,3.0,1.0,3.0,1955.0,Bayside,Southern Metropolitan,-37.9399,145.0204,125.0
3026,Hampton,2,u,680000.0,13.7,3188.0,2.0,1.0,2.0,,Bayside,Southern Metropolitan,-37.939,145.0219,78.0
3027,Hampton,3,h,1715000.0,13.7,3188.0,3.0,1.0,2.0,,Bayside,Southern Metropolitan,-37.9358,145.018,
3028,Hampton,2,u,760000.0,13.7,3188.0,2.0,1.0,1.0,1985.0,Bayside,Southern Metropolitan,-37.9389,145.0186,86.0
3029,Hampton,2,u,616000.0,13.7,3188.0,2.0,1.0,1.0,2005.0,Bayside,Southern Metropolitan,-37.9373,145.0027,104.0
3030,Hampton,4,h,1680000.0,13.7,3188.0,4.0,1.0,1.0,1955.0,Bayside,Southern Metropolitan,-37.9437,145.0175,90.0
3031,Hampton,5,h,2520000.0,13.7,3188.0,5.0,4.0,2.0,1960.0,Bayside,Southern Metropolitan,-37.9438,145.0184,
3032,Hampton,2,t,890000.0,13.7,3188.0,1.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9433,145.019,
3033,Hampton,3,h,1120000.0,13.7,3188.0,4.0,2.0,3.0,1984.0,Bayside,Southern Metropolitan,-37.9395,145.0088,113.0
3035,Hampton,4,h,1250000.0,13.7,3188.0,4.0,3.0,2.0,2014.0,Bayside,Southern Metropolitan,-37.9381,145.0161,220.0
3036,Hampton,4,h,2420000.0,13.7,3188.0,3.0,3.0,2.0,,Bayside,Southern Metropolitan,-37.9333,144.9977,
3037,Hampton,4,h,2000000.0,13.7,3188.0,4.0,3.0,4.0,1925.0,Bayside,Southern Metropolitan,-37.9429,145.0072,248.0
3038,Hampton,4,h,2880000.0,13.7,3188.0,4.0,3.0,2.0,,Bayside,Southern Metropolitan,-37.9312,144.9997,
3039,Hampton,5,h,1805000.0,13.7,3188.0,4.0,2.0,2.0,1950.0,Bayside,Southern Metropolitan,-37.9419,145.0156,224.0
3040,Hampton,4,h,1460000.0,13.7,3188.0,4.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9356,145.0166,
3041,Hampton,3,h,1403000.0,13.7,3188.0,3.0,1.0,2.0,,Bayside,Southern Metropolitan,-37.9428,145.0092,
3042,Hampton,3,h,1682000.0,13.7,3188.0,3.0,1.0,1.0,,Bayside,Southern Metropolitan,-37.9365,145.02200000000005,
3043,Hampton,4,h,1875000.0,13.7,3188.0,4.0,2.0,3.0,,Bayside,Southern Metropolitan,-37.9412,145.0021,
3044,Hampton,4,h,2600000.0,13.7,3188.0,3.0,1.0,2.0,1900.0,Bayside,Southern Metropolitan,-37.944,145.0015,162.0
3045,Hampton,2,u,685000.0,13.7,3188.0,2.0,1.0,2.0,,Bayside,Southern Metropolitan,-37.9339,145.0023,
3046,Hampton,4,h,2400000.0,13.7,3188.0,4.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9323,145.0137,
3048,Hampton,2,h,1615000.0,13.7,3188.0,2.0,1.0,1.0,1934.0,Bayside,Southern Metropolitan,-37.9348,145.0162,
3049,Hampton,4,h,1450000.0,13.7,3188.0,4.0,2.0,3.0,,Bayside,Southern Metropolitan,-37.9341,145.02,
3050,Hampton,2,u,786000.0,13.7,3188.0,2.0,1.0,1.0,1970.0,Bayside,Southern Metropolitan,-37.9379,145.0061,
3051,Hampton,2,u,742000.0,13.7,3188.0,2.0,3.0,2.0,,Bayside,Southern Metropolitan,-37.9442,145.0016,
3052,Hampton,3,h,1050000.0,13.7,3188.0,3.0,2.0,2.0,1970.0,Bayside,Southern Metropolitan,-37.9449,145.0144,120.0
3053,Hampton,2,h,1690000.0,13.7,3188.0,2.0,1.0,1.0,,Bayside,Southern Metropolitan,-37.9409,145.0001,
3054,Hampton,3,u,810000.0,13.7,3188.0,3.0,1.0,1.0,1960.0,Bayside,Southern Metropolitan,-37.9396,145.0156,115.0
3055,Hampton,3,h,1460000.0,13.7,3188.0,3.0,2.0,2.0,1970.0,Bayside,Southern Metropolitan,-37.933,144.9975,137.0
3056,Hampton,3,h,1620000.0,13.7,3188.0,3.0,1.0,2.0,,Bayside,Southern Metropolitan,-37.9359,145.017,
3057,Hampton,3,h,1420000.0,13.7,3188.0,3.0,2.0,2.0,2012.0,Bayside,Southern Metropolitan,-37.9393,145.0226,
3058,Hampton,4,h,2400000.0,13.7,3188.0,4.0,2.0,4.0,1935.0,Bayside,Southern Metropolitan,-37.9379,145.0067,
3061,Hampton,2,u,875500.0,13.7,3188.0,2.0,2.0,1.0,1970.0,Bayside,Southern Metropolitan,-37.9442,145.0018,118.0
3062,Hampton,3,t,1400000.0,13.7,3188.0,3.0,2.0,1.0,2000.0,Bayside,Southern Metropolitan,-37.9427,145.0084,
3063,Hampton,3,u,1457500.0,13.7,3188.0,3.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9371,145.0035,
3064,Hampton,5,h,2600000.0,13.7,3188.0,5.0,4.0,2.0,1950.0,Bayside,Southern Metropolitan,-37.9332,145.0226,324.0
3065,Hampton,2,h,1465000.0,13.7,3188.0,2.0,1.0,2.0,,Bayside,Southern Metropolitan,-37.9323,145.0225,
3066,Hampton,5,h,1705000.0,13.7,3188.0,5.0,2.0,2.0,1950.0,Bayside,Southern Metropolitan,-37.946,145.0181,364.0
3067,Hampton,3,h,1610000.0,13.7,3188.0,3.0,1.0,2.0,,Bayside,Southern Metropolitan,-37.9419,145.01,
3068,Hampton,2,u,750000.0,13.7,3188.0,2.0,1.0,2.0,1970.0,Bayside,Southern Metropolitan,-37.9429,145.0049,
3069,Hampton,3,h,1320000.0,13.7,3188.0,3.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9364,145.02100000000004,
3070,Hampton,2,u,896000.0,13.7,3188.0,2.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9448,145.0186,
3071,Hampton,3,h,1450000.0,13.7,3188.0,3.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9352,145.0009,
3072,Hampton,2,u,898000.0,13.7,3188.0,2.0,1.0,1.0,1970.0,Bayside,Southern Metropolitan,-37.9344,145.004,
3073,Hampton,4,h,1515000.0,13.7,3188.0,4.0,2.0,0.0,1950.0,Bayside,Southern Metropolitan,-37.9446,145.0201,613.0
3074,Hampton,5,h,2980000.0,13.7,3188.0,5.0,3.0,2.0,2011.0,Bayside,Southern Metropolitan,-37.9372,145.0101,323.0
3075,Hampton,4,h,2200000.0,13.7,3188.0,4.0,3.0,4.0,2000.0,Bayside,Southern Metropolitan,-37.9336,144.9999,305.0
3076,Hampton,1,u,500000.0,13.7,3188.0,1.0,1.0,1.0,,Bayside,Southern Metropolitan,-37.9414,145.0016,
3077,Hampton,3,t,1100000.0,13.7,3188.0,3.0,2.0,1.0,1987.0,Bayside,Southern Metropolitan,-37.9391,145.012,140.0
3078,Hampton,2,u,800000.0,13.7,3188.0,2.0,1.0,2.0,,Bayside,Southern Metropolitan,-37.9444,145.0231,
3080,Hampton,2,u,691000.0,13.7,3188.0,2.0,1.0,1.0,,Bayside,Southern Metropolitan,-37.9392,145.0186,
3081,Hampton,2,u,450000.0,13.7,3188.0,2.0,2.0,1.0,2007.0,Bayside,Southern Metropolitan,-37.9462,145.0212,70.0
3082,Hampton,2,u,738000.0,13.7,3188.0,2.0,1.0,2.0,,Bayside,Southern Metropolitan,-37.9395,145.0001,
3083,Hampton,3,t,1140000.0,13.7,3188.0,3.0,2.0,2.0,1999.0,Bayside,Southern Metropolitan,-37.9336,144.997,
3084,Hampton,2,u,500000.0,13.7,3188.0,2.0,1.0,1.0,1970.0,Bayside,Southern Metropolitan,-37.9436,145.0027,61.0
3085,Hampton,4,h,1460000.0,13.7,3188.0,4.0,3.0,2.0,1950.0,Bayside,Southern Metropolitan,-37.9369,145.0163,228.0
3086,Hampton,4,h,2800000.0,13.7,3188.0,4.0,3.0,2.0,,Bayside,Southern Metropolitan,-37.9345,145.0,
3087,Hampton,3,t,820000.0,13.7,3188.0,3.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9368,145.0242,
3088,Hampton,2,t,915500.0,13.7,3188.0,2.0,2.0,1.0,,Bayside,Southern Metropolitan,-37.9431,145.0118,148.0
3089,Hampton,4,h,1740000.0,13.7,3188.0,4.0,3.0,2.0,1950.0,Bayside,Southern Metropolitan,-37.9401,145.0083,209.0
3090,Hampton,1,h,2450000.0,13.7,3188.0,1.0,2.0,0.0,,Bayside,Southern Metropolitan,-37.94,145.0151,
3091,Hampton,4,h,1800000.0,13.7,3188.0,4.0,2.0,1.0,1935.0,Bayside,Southern Metropolitan,-37.9315,145.0109,184.0
3092,Hampton,4,h,2160000.0,13.7,3188.0,4.0,2.0,1.0,1940.0,Bayside,Southern Metropolitan,-37.9382,144.9997,231.0
3093,Hampton,3,h,1800000.0,13.7,3188.0,2.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9452,145.0113,
3094,Hampton,3,h,2439500.0,13.7,3188.0,3.0,2.0,2.0,1880.0,Bayside,Southern Metropolitan,-37.9384,145.0002,
3095,Hampton,4,h,2250000.0,13.7,3188.0,5.0,2.0,2.0,1925.0,Bayside,Southern Metropolitan,-37.9407,145.0104,260.0
3096,Hampton,4,h,2130000.0,13.7,3188.0,4.0,2.0,2.0,1925.0,Bayside,Southern Metropolitan,-37.9446,145.0092,188.0
3097,Hampton East,2,u,400000.0,14.5,3188.0,2.0,1.0,1.0,1960.0,Bayside,Southern Metropolitan,-37.9367,145.0322,75.0
3098,Hampton East,3,h,952000.0,14.5,3188.0,3.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9356,145.0268,
3099,Hampton East,3,h,1255000.0,14.5,3188.0,3.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9346,145.0302,
3100,Hampton East,3,t,1020000.0,14.5,3188.0,2.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9355,145.0257,171.0
3101,Hampton East,3,h,926000.0,14.5,3188.0,2.0,2.0,2.0,1950.0,Bayside,Southern Metropolitan,-37.9431,145.0267,140.0
3102,Hampton East,3,h,1070000.0,14.5,3188.0,3.0,1.0,3.0,1970.0,Bayside,Southern Metropolitan,-37.9428,145.0296,106.0
3103,Hampton East,2,u,801000.0,14.5,3188.0,2.0,1.0,1.0,1994.0,Bayside,Southern Metropolitan,-37.9432,145.0348,107.0
3104,Hampton East,3,t,1150000.0,14.5,3188.0,3.0,2.0,1.0,2005.0,Bayside,Southern Metropolitan,-37.9355,145.0276,3.0
3105,Hampton East,2,u,472000.0,14.5,3188.0,2.0,1.0,1.0,2007.0,Kingston,Southern Metropolitan,-37.933,145.0322,68.0
3106,Hampton East,3,h,1471000.0,14.5,3188.0,3.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9362,145.0339,
3107,Hampton East,2,h,830000.0,14.5,3188.0,2.0,1.0,2.0,,Bayside,Southern Metropolitan,-37.9426,145.03,
3108,Hampton East,3,h,1195000.0,14.5,3188.0,3.0,1.0,2.0,,Bayside,Southern Metropolitan,-37.9386,145.0317,
3109,Hampton East,3,h,1300000.0,14.5,3188.0,3.0,2.0,2.0,1950.0,Bayside,Southern Metropolitan,-37.9431,145.0274,150.0
3110,Hampton East,4,h,1416000.0,14.5,3188.0,4.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9343,145.0303,
3111,Hampton East,4,h,1200000.0,14.5,3188.0,4.0,2.0,2.0,2002.0,Kingston,Southern Metropolitan,-37.9405,145.0346,154.0
3112,Hampton East,3,u,865000.0,14.5,3188.0,3.0,2.0,2.0,,Bayside,Southern Metropolitan,-37.9431,145.0347,
3113,Hawthorn,4,h,1650000.0,4.6,3122.0,4.0,2.0,2.0,2005.0,Boroondara,Southern Metropolitan,-37.8344,145.0422,210.0
3115,Hawthorn,4,h,2670000.0,4.6,3122.0,4.0,2.0,1.0,1905.0,Boroondara,Southern Metropolitan,-37.8183,145.0371,235.0
3116,Hawthorn,3,h,1480000.0,4.6,3122.0,3.0,1.0,0.0,,Boroondara,Southern Metropolitan,-37.8157,145.0263,116.0
3117,Hawthorn,1,u,348000.0,4.6,3122.0,1.0,1.0,1.0,1950.0,Boroondara,Southern Metropolitan,-37.8303,145.0341,53.0
3118,Hawthorn,1,u,320000.0,4.6,3122.0,1.0,1.0,0.0,,Boroondara,Southern Metropolitan,-37.8235,145.0258,
3119,Hawthorn,3,u,1189000.0,4.6,3122.0,3.0,1.0,1.0,1969.0,Boroondara,Southern Metropolitan,-37.8243,145.0328,122.0
3120,Hawthorn,2,u,610000.0,4.6,3122.0,2.0,2.0,1.0,2014.0,Boroondara,Southern Metropolitan,-37.8154,145.0369,82.0
3121,Hawthorn,2,u,575000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8263,145.0257,
3122,Hawthorn,2,u,600000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.816,145.0272,
3123,Hawthorn,1,u,492000.0,4.6,3122.0,1.0,1.0,1.0,1995.0,Boroondara,Southern Metropolitan,-37.8299,145.0422,63.0
3124,Hawthorn,2,u,891000.0,4.6,3122.0,3.0,1.0,1.0,1970.0,Boroondara,Southern Metropolitan,-37.8186,145.017,
3125,Hawthorn,2,u,806000.0,4.6,3122.0,2.0,1.0,1.0,1930.0,Boroondara,Southern Metropolitan,-37.8249,145.0342,64.0
3126,Hawthorn,2,h,1155000.0,4.6,3122.0,2.0,1.0,2.0,,Boroondara,Southern Metropolitan,-37.8153,145.0231,
3127,Hawthorn,3,h,2000000.0,4.6,3122.0,3.0,2.0,1.0,1940.0,Boroondara,Southern Metropolitan,-37.8155,145.019,176.0
3128,Hawthorn,2,u,500000.0,4.6,3122.0,2.0,1.0,1.0,2007.0,Boroondara,Southern Metropolitan,-37.8287,145.035,
3129,Hawthorn,2,u,753000.0,4.6,3122.0,2.0,1.0,2.0,1960.0,Boroondara,Southern Metropolitan,-37.8186,145.017,88.0
3130,Hawthorn,1,u,330000.0,4.6,3122.0,1.0,1.0,1.0,1970.0,Boroondara,Southern Metropolitan,-37.8177,145.0424,52.0
3131,Hawthorn,3,h,1420000.0,4.6,3122.0,3.0,1.0,0.0,1890.0,Boroondara,Southern Metropolitan,-37.8214,145.0437,108.0
3132,Hawthorn,3,u,956000.0,4.6,3122.0,3.0,2.0,2.0,,Boroondara,Southern Metropolitan,-37.8258,145.0446,
3133,Hawthorn,2,u,418000.0,4.6,3122.0,2.0,1.0,0.0,,Boroondara,Southern Metropolitan,-37.8261,145.0349,
3134,Hawthorn,2,u,495000.0,4.6,3122.0,2.0,1.0,1.0,2014.0,Boroondara,Southern Metropolitan,-37.8216,145.0343,60.0
3135,Hawthorn,2,u,525000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8265,145.0257,
3136,Hawthorn,1,u,292000.0,4.6,3122.0,1.0,1.0,0.0,1966.0,Boroondara,Southern Metropolitan,-37.8294,145.0382,56.0
3137,Hawthorn,2,u,430000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8248,145.0282,
3138,Hawthorn,1,u,365000.0,4.6,3122.0,1.0,1.0,1.0,1975.0,Boroondara,Southern Metropolitan,-37.8272,145.0444,
3139,Hawthorn,2,u,580000.0,4.6,3122.0,2.0,1.0,1.0,2003.0,Boroondara,Southern Metropolitan,-37.8143,145.0322,76.0
3140,Hawthorn,3,h,1300000.0,4.6,3122.0,3.0,2.0,1.0,1938.0,Boroondara,Southern Metropolitan,-37.8236,145.0425,155.0
3141,Hawthorn,3,h,1300000.0,4.6,3122.0,3.0,1.0,0.0,1900.0,Boroondara,Southern Metropolitan,-37.8173,145.0252,90.0
3142,Hawthorn,2,u,575000.0,4.6,3122.0,2.0,2.0,1.0,,Boroondara,Southern Metropolitan,-37.8213,145.0291,
3143,Hawthorn,1,u,335000.0,4.6,3122.0,1.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8276,145.0342,
3144,Hawthorn,2,u,440000.0,4.6,3122.0,2.0,1.0,1.0,1970.0,Boroondara,Southern Metropolitan,-37.8192,145.0385,52.0
3145,Hawthorn,3,u,1000000.0,4.6,3122.0,3.0,3.0,2.0,1999.0,Boroondara,Southern Metropolitan,-37.8144,145.0153,145.0
3146,Hawthorn,4,h,2610000.0,4.6,3122.0,4.0,2.0,7.0,,Boroondara,Southern Metropolitan,-37.8187,145.0272,
3147,Hawthorn,3,h,1741000.0,4.6,3122.0,3.0,1.0,1.0,1910.0,Boroondara,Southern Metropolitan,-37.8155,145.0385,109.0
3148,Hawthorn,3,h,2325000.0,4.6,3122.0,3.0,2.0,1.0,,Boroondara,Southern Metropolitan,-37.8281,145.0391,
3149,Hawthorn,2,u,545000.0,4.6,3122.0,2.0,1.0,1.0,2004.0,Boroondara,Southern Metropolitan,-37.8258,145.0446,
3150,Hawthorn,2,u,655000.0,4.6,3122.0,2.0,1.0,1.0,1960.0,Boroondara,Southern Metropolitan,-37.8343,145.0364,78.0
3151,Hawthorn,2,h,2920000.0,4.6,3122.0,2.0,1.0,3.0,1928.0,Boroondara,Southern Metropolitan,-37.8251,145.0385,
3152,Hawthorn,1,u,488000.0,4.6,3122.0,1.0,1.0,1.0,2004.0,Boroondara,Southern Metropolitan,-37.8272,145.0343,57.0
3153,Hawthorn,3,h,1510000.0,4.6,3122.0,3.0,2.0,2.0,1970.0,Boroondara,Southern Metropolitan,-37.8163,145.0301,
3154,Hawthorn,1,u,450000.0,4.6,3122.0,1.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8237,145.0242,
3155,Hawthorn,3,h,2065000.0,4.6,3122.0,3.0,1.0,1.0,1910.0,Boroondara,Southern Metropolitan,-37.8165,145.02100000000004,150.0
3156,Hawthorn,1,u,350000.0,4.6,3122.0,1.0,1.0,1.0,1960.0,Boroondara,Southern Metropolitan,-37.8208,145.0456,51.0
3157,Hawthorn,2,u,645000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8314,145.0353,
3158,Hawthorn,3,t,1400000.0,4.6,3122.0,3.0,2.0,2.0,1960.0,Boroondara,Southern Metropolitan,-37.8299,145.0387,
3159,Hawthorn,3,h,1712000.0,4.6,3122.0,3.0,1.0,1.0,1900.0,Boroondara,Southern Metropolitan,-37.814,145.0212,130.0
3160,Hawthorn,2,u,520000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8185,145.0235,
3161,Hawthorn,1,u,480000.0,4.6,3122.0,1.0,1.0,1.0,1940.0,Boroondara,Southern Metropolitan,-37.8128,145.0171,50.0
3162,Hawthorn,2,u,630000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8268,145.0267,
3164,Hawthorn,2,u,517000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8261,145.0254,
3165,Hawthorn,1,u,320000.0,4.6,3122.0,1.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.827,145.0444,
3166,Hawthorn,2,h,1828500.0,4.6,3122.0,2.0,1.0,0.0,1885.0,Boroondara,Southern Metropolitan,-37.8202,145.0409,
3167,Hawthorn,1,u,400000.0,4.6,3122.0,1.0,1.0,1.0,1950.0,Boroondara,Southern Metropolitan,-37.8155,145.0161,41.0
3168,Hawthorn,4,u,1650000.0,4.6,3122.0,4.0,2.0,3.0,2002.0,Boroondara,Southern Metropolitan,-37.8271,145.0243,180.0
3170,Hawthorn,2,u,587500.0,4.6,3122.0,2.0,1.0,1.0,1965.0,Boroondara,Southern Metropolitan,-37.8271,145.0347,72.0
3171,Hawthorn,2,u,560000.0,4.6,3122.0,2.0,1.0,1.0,2013.0,Boroondara,Southern Metropolitan,-37.8268,145.0344,70.0
3172,Hawthorn,4,h,1936000.0,4.6,3122.0,4.0,2.0,1.0,1890.0,Boroondara,Southern Metropolitan,-37.8142,145.0252,173.0
3175,Hawthorn,2,u,487500.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.814,145.02100000000004,
3176,Hawthorn,3,u,630000.0,4.6,3122.0,3.0,1.0,1.0,1970.0,Boroondara,Southern Metropolitan,-37.8153,145.02100000000004,75.0
3177,Hawthorn,3,h,1560000.0,4.6,3122.0,3.0,2.0,0.0,1910.0,Boroondara,Southern Metropolitan,-37.8169,145.0234,148.0
3178,Hawthorn,2,h,2265000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8173,145.0248,
3179,Hawthorn,3,u,840000.0,4.6,3122.0,3.0,2.0,2.0,2014.0,Boroondara,Southern Metropolitan,-37.8268,145.0344,88.0
3180,Hawthorn,3,h,1780000.0,4.6,3122.0,3.0,3.0,2.0,2011.0,Boroondara,Southern Metropolitan,-37.824,145.0427,178.0
3181,Hawthorn,2,u,605000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8268,145.0257,
3182,Hawthorn,2,u,535000.0,4.6,3122.0,2.0,1.0,1.0,1970.0,Boroondara,Southern Metropolitan,-37.8185,145.0236,
3183,Hawthorn,2,u,815000.0,4.6,3122.0,2.0,1.0,1.0,1940.0,Boroondara,Southern Metropolitan,-37.8184,145.0163,93.0
3184,Hawthorn,3,u,1975000.0,4.6,3122.0,3.0,2.0,1.0,2010.0,Boroondara,Southern Metropolitan,-37.8235,145.029,196.0
3185,Hawthorn,2,u,445000.0,4.6,3122.0,2.0,1.0,1.0,1960.0,Boroondara,Southern Metropolitan,-37.8249,145.026,
3186,Hawthorn,2,u,663000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8166,145.0163,
3187,Hawthorn,2,u,657500.0,4.6,3122.0,2.0,1.0,1.0,1965.0,Boroondara,Southern Metropolitan,-37.8177,145.0424,73.0
3189,Hawthorn,1,u,445000.0,4.6,3122.0,1.0,1.0,1.0,1970.0,Boroondara,Southern Metropolitan,-37.8261,145.0269,52.0
3190,Hawthorn,2,u,750000.0,4.6,3122.0,2.0,1.0,1.0,2007.0,Boroondara,Southern Metropolitan,-37.8287,145.035,
3191,Hawthorn,3,h,1180000.0,4.6,3122.0,3.0,1.0,3.0,1900.0,Boroondara,Southern Metropolitan,-37.8176,145.0204,92.0
3192,Hawthorn,2,u,470000.0,4.6,3122.0,2.0,1.0,1.0,1970.0,Boroondara,Southern Metropolitan,-37.813,145.0207,70.0
3193,Hawthorn,2,u,485000.0,4.6,3122.0,2.0,1.0,1.0,2005.0,Boroondara,Southern Metropolitan,-37.8226,145.0368,76.0
3194,Hawthorn,1,u,290000.0,4.6,3122.0,1.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8308,145.034,
3195,Hawthorn,4,h,1800000.0,4.6,3122.0,3.0,2.0,4.0,1940.0,Boroondara,Southern Metropolitan,-37.839,145.0418,158.0
3196,Hawthorn,2,u,805000.0,4.6,3122.0,2.0,1.0,1.0,1970.0,Boroondara,Southern Metropolitan,-37.8235,145.0294,
3197,Hawthorn,3,h,1855000.0,4.6,3122.0,3.0,1.0,1.0,1900.0,Boroondara,Southern Metropolitan,-37.8253,145.0287,125.0
3198,Hawthorn,3,h,1377000.0,4.6,3122.0,3.0,1.0,2.0,1890.0,Boroondara,Southern Metropolitan,-37.8202,145.0404,
3199,Hawthorn,2,u,665000.0,4.6,3122.0,2.0,1.0,3.0,1965.0,Boroondara,Southern Metropolitan,-37.8183,145.0194,70.0
3200,Hawthorn,2,u,751000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8144,145.0328,
3201,Hawthorn,3,h,1551000.0,4.6,3122.0,3.0,1.0,1.0,1890.0,Boroondara,Southern Metropolitan,-37.8172,145.0243,103.0
3202,Hawthorn,1,u,415000.0,4.6,3122.0,1.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8192,145.0221,
3203,Hawthorn,2,u,743000.0,4.6,3122.0,2.0,1.0,2.0,,Boroondara,Southern Metropolitan,-37.8249,145.0405,
3204,Hawthorn,2,h,1535000.0,4.6,3122.0,2.0,1.0,0.0,,Boroondara,Southern Metropolitan,-37.8198,145.0245,
3205,Hawthorn,2,u,612500.0,4.6,3122.0,2.0,1.0,1.0,1960.0,Boroondara,Southern Metropolitan,-37.8183,145.0423,71.0
3206,Hawthorn,3,h,2410000.0,4.6,3122.0,3.0,2.0,0.0,1890.0,Boroondara,Southern Metropolitan,-37.8169,145.02100000000004,171.0
3207,Hawthorn,2,u,690000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.81800000000001,145.0268,
3208,Hawthorn,2,u,695000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8305,145.0341,
3209,Hawthorn,2,u,715000.0,4.6,3122.0,2.0,1.0,1.0,2001.0,Boroondara,Southern Metropolitan,-37.8142,145.0308,82.0
3210,Hawthorn,3,h,2375000.0,4.6,3122.0,3.0,2.0,2.0,,Boroondara,Southern Metropolitan,-37.8171,145.0252,
3211,Hawthorn,3,h,1980000.0,4.6,3122.0,3.0,2.0,1.0,,Boroondara,Southern Metropolitan,-37.8219,145.0241,
3212,Hawthorn,2,t,1055000.0,4.6,3122.0,2.0,2.0,1.0,1975.0,Boroondara,Southern Metropolitan,-37.813,145.0167,151.0
3213,Hawthorn,4,h,1976000.0,4.6,3122.0,4.0,2.0,2.0,1890.0,Boroondara,Southern Metropolitan,-37.8246,145.026,275.0
3214,Hawthorn,1,u,382000.0,4.6,3122.0,1.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8339,145.0335,
3215,Hawthorn,1,u,499000.0,4.6,3122.0,1.0,1.0,1.0,1960.0,Boroondara,Southern Metropolitan,-37.8158,145.0342,56.0
3216,Hawthorn,2,u,495000.0,4.6,3122.0,2.0,1.0,1.0,1970.0,Boroondara,Southern Metropolitan,-37.8157,145.0273,85.0
3218,Hawthorn,3,h,1400000.0,4.6,3122.0,3.0,2.0,1.0,1890.0,Boroondara,Southern Metropolitan,-37.8159,145.0219,126.0
3219,Hawthorn,1,u,370000.0,4.6,3122.0,1.0,1.0,1.0,2014.0,Boroondara,Southern Metropolitan,-37.8222,145.0329,44.0
3220,Hawthorn,2,u,627500.0,4.6,3122.0,2.0,2.0,2.0,2000.0,Boroondara,Southern Metropolitan,-37.8213,145.0224,89.0
3221,Hawthorn,2,u,710000.0,4.6,3122.0,2.0,2.0,1.0,,Boroondara,Southern Metropolitan,-37.8264,145.02700000000004,
3222,Hawthorn,1,u,485000.0,4.6,3122.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8264,145.02700000000004,
